date,ic
2024-02-16,0.13728139623188232
2024-02-19,0.043511642744566696
2024-02-20,-0.028884904353823484
2024-02-21,0.10283968537149701
2024-02-22,0.0008442420962260919
2024-02-23,0.02291945440937466
2024-02-26,0.07491044465361622
2024-02-27,0.04108213965574276
2024-02-29,0.0006894920249699952
2024-03-01,-0.06742140059484071
2024-03-04,-0.06268819277317682
2024-03-05,-0.03389861034465875
2024-03-06,0.07558142260349686
2024-03-07,0.05384955820190714
2024-03-08,0.06203699366434964
2024-03-11,0.0057619454596768245
2024-03-12,0.07285108592176207
2024-03-13,0.051113205695756905
2024-03-14,0.029674373954819366
2024-03-15,0.04013892293602097
2024-03-18,-0.009577262983634208
2024-03-19,0.023630781849012017
2024-03-20,0.0777237305920462
2024-03-21,0.15792531338225693
2024-03-22,0.15058083101761308
2024-03-25,0.08978202375902093
2024-03-26,0.0017975943466731774
2024-03-27,-0.030789558396511544
2024-03-28,0.10365201647379084
2024-03-29,0.1020388600562029
2024-04-01,0.034095424897046915
2024-04-02,0.05731600399852169
2024-04-03,0.12396604206286496
2024-04-08,0.16703028852290114
2024-04-09,0.1414025805962933
2024-04-10,0.07413344200913603
2024-04-11,0.08104472459458321
2024-04-12,0.11424835066257302
2024-04-15,0.1401926974773883
2024-04-16,0.14590093646075103
2024-04-17,0.07904526091303742
2024-04-18,0.1058689015220713
2024-04-19,0.12525945228938234
2024-04-22,0.0878669476087067
2024-04-23,-0.06127680962654197
2024-04-24,-0.07860397991058521
2024-04-25,0.04504513085271203
2024-04-26,0.04113007737604462
2024-04-29,0.02121514747595905
2024-04-30,0.06829561750638832
2024-05-02,-0.08540422249236844
2024-05-03,-0.10240856284441759
2024-05-06,0.02148818711388005
2024-05-07,0.09878957681996546
2024-05-08,0.024553734998257564
2024-05-09,0.03572717892137219
2024-05-10,0.020732065033008257
2024-05-13,-0.04503141059654722
2024-05-14,-0.02870071846835356
2024-05-15,0.1831287054104765
2024-05-16,-0.06259574701923377
2024-05-17,0.11232949193652303
2024-05-20,0.16271100604965033
2024-05-21,0.19831733243081498
2024-05-22,0.2209116405672748
2024-05-23,0.23065994733675219
2024-05-24,0.16812469857913792
2024-05-27,0.15363012083876998
2024-05-28,0.12118266641349501
2024-05-29,0.031096487233824296
2024-05-30,-0.00394752768955612
2024-05-31,-0.00667939707586439
2024-06-03,0.005484604012084438
2024-06-04,0.10156478685094573
2024-06-05,0.12180799998781293
2024-06-06,0.13796950986501502
2024-06-07,0.16315932368918998
2024-06-11,0.09528211028040924
2024-06-12,0.030995997007751543
2024-06-13,0.030968469613026083
2024-06-14,0.008809364830052924
2024-06-17,0.0700833146901477
2024-06-18,-0.014601817114313229
2024-06-19,0.1009581111262859
2024-06-20,0.09265719984593893
2024-06-21,0.07589534870024937
2024-06-24,0.03136725873684649
2024-06-25,-0.09135678695673882
2024-06-26,-0.0923864004085778
2024-06-27,0.029558954705168474
2024-06-28,0.02042557793874073
2024-07-01,0.010724053240266608
2024-07-02,-0.04798040154164708
2024-07-03,0.08819994589289276
2024-07-04,0.09747193985642001
2024-07-05,0.09738194771928477
2024-07-08,0.008246117454157556
2024-07-09,0.0165928191854968
2024-07-10,-0.001066763160745478
2024-07-11,0.027109754575002365
2024-07-12,-0.02081677374950459
2024-07-15,-0.006643924726605872
2024-07-16,0.06827796137960762
2024-07-17,0.08206887183575994
2024-07-18,0.18003170068702004
2024-07-19,0.10154382426366959
2024-07-22,0.1795286974401131
2024-07-23,0.2679002546693023
2024-07-26,0.1133151932050369
2024-07-29,0.030317743229925295
2024-07-30,0.11772167256273167
2024-07-31,0.05961337714841658
2024-08-01,0.19821595582692444
2024-08-02,-0.009582695826617235
2024-08-05,0.17974663297906332
2024-08-06,0.38493488550342203
2024-08-07,0.18776976212812319
2024-08-08,0.26581946038713933
2024-08-09,0.20339537314061792
2024-08-12,0.19505694832505455
2024-08-13,0.13239226549793748
2024-08-14,0.09026367861913215
2024-08-15,0.08416614400768496
2024-08-16,0.03128367188002732
2024-08-19,-0.16230287394850235
2024-08-20,-0.04530276938209251
2024-08-21,-0.0003105251703038943
2024-08-22,0.07663119118889276
2024-08-23,0.013862564482370162
2024-08-26,0.12599801836548438
2024-08-27,-0.02050349959418911
2024-08-28,-0.07012347970077226
2024-08-29,-0.05851747868114294
2024-08-30,-0.014625302645636638
2024-09-02,0.07374576455676211
2024-09-03,0.12181047962759271
2024-09-04,0.06517866706851755
2024-09-05,0.10982105034653873
2024-09-06,0.11112890562081064
2024-09-09,0.10458260598688066
2024-09-10,0.07841357544990409
2024-09-11,0.08426329369492482
2024-09-12,-0.0035749672023651933
2024-09-13,-0.018947009330218777
2024-09-16,0.009573763087403353
2024-09-18,0.11210601791578186
2024-09-19,0.03699108008262762
2024-09-20,0.03802660655065339
2024-09-23,-0.05880856577266487
2024-09-24,-0.0426597874695582
2024-09-25,0.1005006213762932
2024-09-26,0.0965488610563779
2024-09-27,0.08384143244787642
