date,ic
2023-02-09,0.03781532575525854
2023-02-10,0.06567753914966983
2023-02-13,0.1332210326429336
2023-02-14,0.19466208201999105
2023-02-15,-0.01737768388579262
2023-02-16,0.08514609142903717
2023-02-17,0.09890836400376106
2023-02-20,0.054179721252690806
2023-02-21,0.037463504860962844
2023-02-22,0.05946809360961925
2023-02-23,0.12407997269778039
2023-02-24,0.04132496359562526
2023-03-01,0.022083869170662348
2023-03-02,0.01413169254665661
2023-03-03,0.02614257132349085
2023-03-06,0.06651460003342598
2023-03-07,0.1122126731066824
2023-03-08,0.08597387303910697
2023-03-09,0.08460918356370543
2023-03-10,0.011606902444692115
2023-03-13,0.08923003421310677
2023-03-14,0.12211083272093468
2023-03-15,0.03546716241101388
2023-03-16,0.040261206967947334
2023-03-17,-0.02567407322145477
2023-03-20,0.025607209751740717
2023-03-21,0.0007356002266033793
2023-03-22,0.05713387743011047
2023-03-23,0.03574045900821304
2023-03-24,0.036484840433548424
2023-03-27,0.06377433936171524
2023-03-28,0.0643126647476674
2023-03-29,0.0839832482928588
2023-03-30,0.05786444047343895
2023-03-31,0.04306961887729462
2023-04-06,0.008469253977073399
2023-04-07,0.03254385535943287
2023-04-10,0.06873340996726679
2023-04-11,0.07832480983720896
2023-04-12,0.0855202332339566
2023-04-13,0.1341003390290328
2023-04-14,0.18256397821297324
2023-04-17,0.13631877812142995
2023-04-18,0.11380447109971252
2023-04-19,0.129277797930392
2023-04-20,0.09625777171808367
2023-04-21,0.22444955770286384
2023-04-24,0.26278069539273047
2023-04-25,0.21511263985179382
2023-04-26,0.20993951479587608
2023-04-27,0.17173555653347608
2023-04-28,0.15904183029903524
2023-05-02,0.11359742432975993
2023-05-03,0.1197134073182106
2023-05-04,0.04790208584821536
2023-05-05,0.10211913604794613
2023-05-08,0.08960966037951165
2023-05-09,0.05530974147782639
2023-05-10,0.05511042313663248
2023-05-11,0.09429993622251892
2023-05-12,0.03197941551162939
2023-05-15,0.04372582523085549
2023-05-16,0.0954422665053
2023-05-17,0.061201256782653354
2023-05-18,0.08001351354474957
2023-05-19,-0.00421450333728581
2023-05-22,-0.010940941682241277
2023-05-23,0.11338815488127774
2023-05-24,0.06994492611436752
2023-05-25,0.05733110062960383
2023-05-26,0.020320567698954493
2023-05-29,0.02649840211820199
2023-05-30,0.10097984271043409
2023-05-31,0.041483606189629395
2023-06-01,-0.02166979861902807
2023-06-02,-0.030363469924886265
2023-06-05,-0.010211968946716422
2023-06-06,0.04050197261449603
2023-06-07,0.033053826238844564
2023-06-08,-0.004486286339426038
2023-06-09,-0.026146178998249107
2023-06-12,-0.028320945440334026
2023-06-13,0.05971727021536891
2023-06-14,0.0782369633562558
2023-06-15,0.06605670527351186
2023-06-16,0.08964081403260576
2023-06-19,0.011894724604756785
2023-06-20,-0.053178979638404754
2023-06-21,-0.08185146233764827
2023-06-26,-0.0241231436816126
2023-06-27,0.0920652620587642
2023-06-28,-0.0634721420246791
2023-06-29,-0.015015399189009156
2023-06-30,0.008325026144839619
2023-07-03,0.10978849833048993
2023-07-04,0.11422025909325596
2023-07-05,0.11519067697243845
2023-07-06,0.05161870127855945
2023-07-07,0.08361338902380848
2023-07-10,0.041406436435671594
2023-07-11,0.12210769810257852
2023-07-12,0.12722712075725984
2023-07-13,0.08666833910257919
2023-07-14,0.05354502980028993
2023-07-17,0.041756566845773224
2023-07-18,-0.0322737703130112
2023-07-19,0.10650667659601049
2023-07-20,0.1540554306012723
2023-07-21,0.07707226020160132
2023-07-24,0.06772620928183833
2023-07-25,0.06976340234915071
2023-07-26,0.0804057318433072
2023-07-27,0.0030480308636078018
2023-07-28,0.03155939250979305
2023-07-31,0.05588982117353549
2023-08-01,0.012608987141933044
2023-08-02,0.022680008783335343
2023-08-04,0.015123259174904362
2023-08-07,0.061744434476580574
2023-08-08,-0.011850681452503288
2023-08-09,0.0008818061835296744
2023-08-10,0.03089249012024646
2023-08-11,0.014691348800975414
2023-08-14,0.07327168094264105
2023-08-15,-0.03231260572497639
2023-08-16,-0.025731208460653354
2023-08-17,-0.025612582932697962
2023-08-18,0.10234323332969036
2023-08-21,0.05589294181901388
2023-08-22,0.0930306067719618
2023-08-23,-0.03369881987953714
2023-08-24,0.019169986605068065
2023-08-25,-0.014071748936616791
2023-08-28,-0.019814194838882023
2023-08-29,-0.009503634677168603
2023-08-30,0.009541233974529576
2023-08-31,-0.039649283745509266
2023-09-01,0.04645949160383293
2023-09-04,0.06214167152865846
2023-09-05,0.05394633535988939
2023-09-06,0.10862677109660472
2023-09-07,0.0924953413443254
2023-09-08,-0.007470216587042601
2023-09-11,0.021240205594662834
2023-09-12,0.125383361753897
2023-09-13,0.06329065239500377
2023-09-14,0.07570415325422505
2023-09-15,0.13472712702245612
2023-09-18,-0.013604322250634454
2023-09-19,-0.079494274910573
2023-09-20,-0.17302946686528586
2023-09-21,-0.0881033123041077
2023-09-22,-0.08158596705940938
2023-09-25,-0.06563833022992382
2023-09-26,-0.06739463380432703
2023-09-27,0.03401119708290809
2023-09-28,-0.04537527318350771
2023-10-02,0.04071065591837881
2023-10-03,-0.0004635258778684816
2023-10-04,0.07498687609359492
2023-10-05,0.02657399326079791
2023-10-06,0.021967744609514735
2023-10-11,0.10760738470488078
2023-10-12,0.0742145127373939
2023-10-13,0.10443223430470537
2023-10-16,-0.014390221143573037
2023-10-17,-0.13232913925071318
2023-10-18,0.05871123002742632
2023-10-19,-0.023663446877847525
2023-10-20,0.010062727595379779
2023-10-23,0.04447318333845898
2023-10-24,0.11392166243870794
2023-10-25,0.17999406105872962
2023-10-26,0.01764328436402628
2023-10-27,-0.134804946237527
2023-10-30,-0.008448887189232854
2023-10-31,0.14484513184328465
2023-11-01,-0.06126810350554529
2023-11-02,-0.10045762018483953
2023-11-03,-0.08432328011708656
2023-11-06,-0.10615543489232986
2023-11-07,-0.12303219056289476
2023-11-08,0.021661324843649854
2023-11-09,-0.05675152542369037
2023-11-10,-0.0728137603639005
2023-11-13,-0.004715023391938237
2023-11-14,-0.028694453253911085
2023-11-15,-0.00011368631854886576
2023-11-16,0.05429318423263552
2023-11-17,0.08552556074721879
2023-11-20,0.09561595719048227
2023-11-21,0.10169253833240544
2023-11-22,0.04606383181879224
2023-11-23,0.02872135175014635
2023-11-24,-0.002354798483679932
2023-11-27,0.18094169064410154
2023-11-28,-0.032426672320427355
2023-11-29,0.03339805100743927
2023-11-30,0.07335853556903549
2023-12-01,-0.03258470397331174
2023-12-04,-0.00870934579166174
2023-12-05,0.012802664442302852
2023-12-06,0.03869409576401971
2023-12-07,0.07503550339459748
2023-12-08,0.12403125626275477
2023-12-11,0.12027207843220064
2023-12-12,0.1018676463106573
2023-12-13,0.05603805822770087
2023-12-14,0.0626093401066533
2023-12-15,-0.007365024236895321
2023-12-18,0.026534302621836932
2023-12-19,0.0019583931272571424
2023-12-20,-0.007162167596234393
2023-12-21,-0.0005203715353724276
2023-12-22,-0.06391475842550574
2023-12-25,0.005835621373252309
2023-12-26,0.0225498175439084
2023-12-27,0.030002132627958016
2023-12-28,0.10059470173002769
2023-12-29,0.04950136211349638
