date,ic
2024-12-03,0.029665353209522863
2024-12-04,-0.019176998340788655
2024-12-05,0.06908364469680188
2024-12-06,-0.03087447958073126
2024-12-09,-0.05864969445931184
2024-12-10,-0.012612946808437657
2024-12-11,0.01038829519761262
2024-12-12,-0.013717406676927939
2024-12-13,0.01375657249292385
2024-12-16,0.08220719441399886
2024-12-17,0.15256186410130998
2024-12-18,0.18501646044276226
2024-12-19,0.24867080270893477
2024-12-20,0.2143183205737439
2024-12-23,0.17052880733649406
2024-12-24,0.12076654933313834
2024-12-25,0.059140394327114564
2024-12-26,0.02684727331092103
2024-12-27,0.04238128993538989
2024-12-30,0.007410449431524785
2024-12-31,0.01557270149280538
2025-01-02,0.018141802008790626
2025-01-03,0.09001855402981032
2025-01-06,0.023022332770922062
2025-01-07,0.033837304707022765
2025-01-08,0.04231353163319904
2025-01-09,0.00580246404652228
2025-01-10,-0.016232483990526677
2025-01-13,0.12751799063977495
2025-01-14,0.04055731154736124
2025-01-15,0.11149334132929674
2025-01-16,-0.009214111298711749
2025-01-17,-0.0301432585391863
2025-01-20,0.004771031961770819
2025-01-21,0.016222480098845117
2025-01-22,0.050766609313598464
2025-02-03,0.15554296076589816
2025-02-04,0.20018001613857808
2025-02-05,0.14853487286408368
2025-02-06,0.023262067540113094
2025-02-07,-0.0025313898085274895
2025-02-10,0.012136827706658481
2025-02-11,-0.077949794838505
2025-02-12,-0.06355440394055739
2025-02-13,-0.005237943187509481
2025-02-14,-0.014416335163161403
2025-02-17,-0.02435442096690415
2025-02-18,-0.0004988200231916096
2025-02-19,0.03487761040837824
2025-02-20,0.02475507336463497
2025-02-21,0.19855858629128506
2025-02-24,0.224862519599014
2025-02-25,0.12569249743439445
2025-02-26,0.006052866599585826
2025-02-27,0.07457647948823216
2025-03-03,0.04696784514952955
2025-03-04,0.01744114915406915
2025-03-05,0.08906640606474993
2025-03-06,0.08510883479813541
2025-03-07,0.044415313218062115
2025-03-10,0.09000068129442632
2025-03-11,0.06917850170776431
2025-03-12,0.055183419604023495
2025-03-13,0.06474517220763616
2025-03-14,0.04292362919474352
2025-03-17,0.07651280200548258
2025-03-18,0.08604017586464374
2025-03-19,0.04107594558266989
2025-03-20,0.016844324915607722
2025-03-21,0.07750572658024066
2025-03-24,-0.041063971750137984
2025-03-25,-0.07974857662150615
2025-03-26,0.01334397714754546
2025-03-27,-0.019403473796661956
2025-03-28,-0.11386882442204174
2025-03-31,-0.13385908036128566
2025-04-01,-0.1325901685487429
2025-04-02,-0.1310598129777438
2025-04-07,-0.19806664987010952
2025-04-08,0.027327705226553325
2025-04-09,0.22717694239955177
2025-04-10,0.12326403078590494
2025-04-11,0.2338371362975525
2025-04-14,-0.015124162012532697
2025-04-15,-0.09560550986589718
2025-04-16,-0.01853609998578118
2025-04-17,0.053334379288339166
2025-04-18,0.19667758714345276
2025-04-21,0.2558736080291119
2025-04-22,0.3037164088442435
2025-04-23,0.24450889872346876
2025-04-24,0.13979737306796977
2025-04-25,-0.05590171351591962
2025-04-28,-0.03283104591584857
2025-04-29,-0.07378197009398813
2025-04-30,-0.045196861542440354
2025-05-02,0.013034967492553813
2025-05-05,-0.07077554241591254
2025-05-06,-0.06477681957091165
2025-05-07,-0.11324586254668015
2025-05-08,-0.15882601014963907
2025-05-09,-0.14844131276060873
2025-05-12,0.01552108383447489
2025-05-13,0.06548727195574212
2025-05-14,0.07174768563029886
2025-05-15,0.06381056133144979
2025-05-16,0.2537650494179566
2025-05-19,0.08626442964725213
2025-05-20,0.05993716369967929
2025-05-21,0.02690293953984517
2025-05-22,0.008975798355707092
2025-05-23,0.0778246479866105
2025-05-26,0.05735316788019046
2025-05-27,-0.07141698348204496
2025-05-28,0.013882885767922465
2025-05-29,0.00883078087459336
